0.359718926,0.37456972,1.992399973,0.409876381,0.22523238
0.349460166,0.361065601,1.929259568,0.515996421,0.254332007
0.348437252,0.355021321,1.874377794,0.544225181,0.179184332
0.349647264,0.353488241,1.850489132,0.443296851,0.213394537
0.349259052,0.351800007,1.803601047,0.450522818,0.280045672
0.34884206,0.35102929,1.780512981,0.468786472,0.29264571
0.348355089,0.350882083,1.76609028,0.475809981,0.291759956
0.348107913,0.350633537,1.747500803,0.488543255,0.309756395
0.34843869,0.351381185,1.73100469,0.486681682,0.29533349
0.348497612,0.350929783,1.717647737,0.449481499,0.28583508
0.348214041,0.350432277,1.707821188,0.450321104,0.294483464
0.347928016,0.349597818,1.699088371,0.431346614,0.304154559
0.347799089,0.349510928,1.692911034,0.437139744,0.287880502
0.347518193,0.349937448,1.684745054,0.445070592,0.246684749
0.347512008,0.349791862,1.675363592,0.364439429,0.15082457
0.347405016,0.349630577,1.666375877,0.395073123,0.183165015
0.347319396,0.349331075,1.663207668,0.411835461,0.19851238
0.347695419,0.349714263,1.655475934,0.360805605,0.146300525
0.348031904,0.349921932,1.64579886,0.312914592,0.109173286
0.347921827,0.350093661,1.647740935,0.266140077,0.068908691
0.347283338,0.349863682,1.627940603,0.328220274,0.072494135
0.346229865,0.349807874,1.625290087,0.620298804,0.074933308
0.345108565,0.349988194,1.623971122,0.788655351,0.052297453
0.345566438,0.349600369,1.61133339,0.735204185,0.05365809
0.346451634,0.349657475,1.608645616,0.560089856,0.071162526
0.346901584,0.349413177,1.600807999,0.448305456,0.112981285
0.34681605,0.349276414,1.606384331,0.509107636,0.093747767
0.346672846,0.349543409,1.595148142,0.51748955,0.066928026
0.346734675,0.349659146,1.596163926,0.484015488,0.053061136
0.346937092,0.349394407,1.589704455,0.359421893,0.060115907
0.346528725,0.349469949,1.582957871,0.500669898,0.057833788
0.347090061,0.349435585,1.584391099,0.34139568,0.062722555
0.347032938,0.349014042,1.577433427,0.36557379,0.086458532
0.346940487,0.349273933,1.575838153,0.390104713,0.085700058
0.347203338,0.349303523,1.571313931,0.347697188,0.114651564
0.347203343,0.349450489,1.561795745,0.342999714,0.101446384
0.347494881,0.349206801,1.5731965,0.285517251,0.108998368
0.3475071,0.349403698,1.559250505,0.262131854,0.098332847
0.347638728,0.349337706,1.553870297,0.247526588,0.092652112
0.347571023,0.349235902,1.555793334,0.250005955,0.107466535
0.347623745,0.349464412,1.550027174,0.267403952,0.091655452
0.347794534,0.349444608,1.545113248,0.242785198,0.081414199
0.34802841,0.349345984,1.538399517,0.21350321,0.09637079
0.347852309,0.349319639,1.542245502,0.238993575,0.091354742
0.347928938,0.349580739,1.537349576,0.236688381,0.076290968
0.347989006,0.349457555,1.540116681,0.218634629,0.088180914
0.347800108,0.349091556,1.540836512,0.225958103,0.101460527
0.347614615,0.34937074,1.537207346,0.242197176,0.073185618
0.347929705,0.349333871,1.529568748,0.201092976,0.070019234
0.347763643,0.349028673,1.529148554,0.210127668,0.077594292
0.347669896,0.34904278,1.529027822,0.221851628,0.083537776
0.347566311,0.348931241,1.520826768,0.289405637,0.123679556
0.347516722,0.348617628,1.518816382,0.295568699,0.155801913
0.347322006,0.34879042,1.523735788,0.374014506,0.15952208
0.347462009,0.348790547,1.516262397,0.351168004,0.162692931
0.347469098,0.348968571,1.516110607,0.34505779,0.133620099
0.347523963,0.348901529,1.509781533,0.318929533,0.126976199
0.347420704,0.348763632,1.514288076,0.320019234,0.123744313
0.347355953,0.348588223,1.514015392,0.343409096,0.14364103
0.347322444,0.34836378,1.509015948,0.332841827,0.162823189
0.347254105,0.348537013,1.505304942,0.404207555,0.158322962
0.347321025,0.348310124,1.50113825,0.313095465,0.17112918
0.347505439,0.348281733,1.497227956,0.326483005,0.185779851
0.347597667,0.348207602,1.501453475,0.334878317,0.203069175
0.347478826,0.348138521,1.489304563,0.355718845,0.20951285
